,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,emoji_positive,emoji_neutral,emoji_negative
rest16462,香港疋頭商會(娥姐私房菜),Aunt Or Private Kitchen,,,17.0,Central,201.0,粵菜,3,1,0
rest16463,大廚料理,,4.5,10.0,1517.0,Kwun Tong,201.0,粵菜,7,0,0
rest16464,野玩田店,Something Wild - The Farm,4.0,439.0,26844.0,Tsim Sha Tsui,101.0,西式,346,41,7
rest16465,兩三碗車仔麵,,4.5,87.0,2501.0,Tsz Wan Shan,50.0,港式,65,7,1
rest16466,Le Petit Salon,,4.0,7.0,204.0,Shum Shui Po,50.0,西式,6,0,0
rest16467,廣來興,,,,20.0,Wan Chai,50.0,港式,2,0,0
rest16468,韓珍 (帝國中心),Hancham Korean BBQ Restaurant (帝國中心),4.5,237.0,7456.0,Tsim Sha Tsui,201.0,韓國菜,200,21,4
rest16469,The One Place,,,,15.0,Fo Tan,101.0,港式,0,0,0
rest16470,潮牛館,,3.5,7.0,83.0,Lam Tin,50.0,港式,2,0,0
rest16471,MOS Burger,,3.0,46.0,365.0,Kwun Tong,50.0,日本菜,13,13,10
rest16472,好好肥牛雞煲店,,4.0,35.0,1418.0,Jordan,201.0,粵菜,27,3,3
rest16473,芭堤雅燒烤,Pattaya BBQ,,,28.0,Jordan,51.0,泰國菜,0,0,0
rest16474,陸生記粥食,,3.5,6.0,136.0,Shum Shui Po,50.0,港式,2,0,1
rest16475,翁記上海館,,4.0,84.0,1321.0,Tsz Wan Shan,51.0,滬菜,65,6,4
rest16476,凱沙茶餐廳,Hose,3.5,13.0,86.0,Tai Kok Tsui,50.0,港式,7,3,1
rest16477,炭世界,Charcoal World,,,82.0,Kwun Tong,101.0,港式,0,0,0
rest16478,問卷手卷專門店,,3.5,97.0,1458.0,Kwai Fong,50.0,日本菜,46,21,7
rest16479,阿里山,Alisan Bakery,4.5,140.0,417.0,Hung Hom,50.0,台灣菜,134,3,0
rest16480,Beard Papa's,,3.0,38.0,47.0,Kwun Tong,50.0,日本菜,15,13,9
rest16481,菜菜鍋,Shabu Sai,3.5,63.0,2373.0,Taikoo ,101.0,日本菜,24,12,7
rest16482,海盛餐廳,Hoi Shing Restaurant,3.5,11.0,144.0,Sai Kung,50.0,港式,4,4,0
rest16483,秋田飽之餅屋,Akipa Bakery Cake Shop,,,8.0,Tsuen Wan,50.0,港式,1,0,0
rest16484,海港酒家,Victoria Harbour Restaurant,3.5,61.0,938.0,Tuen Mun,101.0,粵菜,21,12,2
rest16485,點煲,Dimpot,4.0,9.0,348.0,Ma On Shan,201.0,港式,4,1,0
rest16486,大家樂,Café de Coral,3.0,19.0,160.0,Tsim Sha Tsui,50.0,港式,1,12,6
rest16487,蛇王如,,3.5,12.0,362.0,Yuen long,51.0,粵菜,5,3,0
rest16488,樂都冰室,Lucky Restaurant,4.0,19.0,464.0,Yuen long,51.0,港式,5,4,1
rest16489,榮少喇沙,Wings Laksa,4.0,4.0,204.0,Tuen Mun,51.0,新加坡菜,3,0,0
rest16490,人民超市,People's Market,,,15.0,Wan Chai,51.0,多國菜,1,0,0
rest16491,唐明越南美食,Tong Ming Vietnam Food,3.5,4.0,169.0,Tai Kok Tsui,51.0,越南菜,2,0,0
rest16492,Sky,,3.0,3.0,18.0,Tai Po,51.0,港式,3,0,0
rest16493,禮記燒臘,Lai Kee Roasted Food,,,23.0,Shum Shui Po,51.0,粵菜,0,0,0
rest16494,唐閣,T'ang Court,4.0,214.0,13594.0,Tsim Sha Tsui,401.0,粵菜,140,41,8
rest16495,東海堂,Arome Bakery,3.5,28.0,164.0,Tai Kok Tsui,50.0,西式,15,6,2
rest16496,Turkish Kebab,,4.0,5.0,49.0,Sai Kung,51.0,土耳其菜,2,1,1
rest16497,牛繁,Gyushige,4.5,26.0,1169.0,Tsuen Wan,201.0,日本菜,23,1,0
rest16498,Ciao Ristorante Italiano,,3.0,104.0,770.0,Sham Tseng,201.0,意大利菜,36,27,31
rest16499,壹家店,,,,20.0,Cheung Sha Wan,50.0,港式,0,0,0
rest16500,麥當勞,McDonald's,3.5,14.0,40.0,Kwai Chung,50.0,美國菜,5,3,1
rest16501,Outback Steakhouse (奧海城),,4.0,71.0,5328.0,Tai Kok Tsui,201.0,澳洲菜,35,11,3
rest16502,高美棧,G-Gourmet,4.5,28.0,79.0,Tsuen Wan,101.0,多國菜,28,0,0
rest16503,7-Eleven daily cafe,,,,,Tsuen Wan,50.0,港式,0,0,0
rest16504,功夫點心,Kung Fu Dim Sum,3.0,35.0,285.0,Aberdeen,50.0,港式,9,7,4
rest16505,和之幸,,4.0,37.0,2286.0,Ngau Tau Kok,101.0,日本菜,23,2,3
rest16506,滾回家,Rollhome,,,11.0,Non Storefront,50.0,港式,0,0,0
rest16507,金滿庭京川滬菜館 (時代廣場),Modern China Restaurant (時代廣場),3.5,369.0,8418.0,Causeway Bay,101.0,京川滬,219,61,39
rest16508,筷趣一町,Noodlemeen,4.5,24.0,431.0,Mong Kok,50.0,多國菜,19,0,1
rest16509,江仔記粉麵專家,,3.0,7.0,73.0,Tuen Mun,50.0,港式,0,3,1
rest16510,定食8,Teishoku 8,3.5,151.0,2674.0,Tsuen Wan,51.0,日本菜,61,41,10
rest16511,The China Bar,,3.5,13.0,509.0,Tsim Sha Tsui,101.0,西式,9,0,0
rest16512,發記大排檔,,,,32.0,Lantau,51.0,粵菜,1,0,0
rest16513,肥叔叔自家菜,Uncle Fat Restaurant,3.5,5.0,55.0,Tsuen Wan,50.0,港式,1,0,0
rest16514,豐味車仔麵,Fung Mei Noodle,4.0,90.0,2316.0,Mong Kok,50.0,港式,74,3,1
rest16515,黃金冰室 (石蔭路),Golden Cafe (石蔭路),3.5,15.0,241.0,Kwai Chung,50.0,港式,6,2,1
rest16516,意粉狂熱 (皇室堡),Pastaholic (皇室堡),4.0,340.0,9212.0,Causeway Bay,101.0,意大利菜,266,34,15
rest16517,潮汕錦豐粉麵,,3.5,10.0,88.0,Kwai Chung,50.0,潮州菜,4,3,1
rest16518,新都麵包,,4.0,4.0,26.0,Sheung Shui,50.0,港式,3,1,0
rest16519,原味家作,Original Taste Workshop,,,26.0,Tsim Sha Tsui,51.0,港式,0,0,0
rest16520,好創意烘焙材料公司,Good Idea Baking Ingredient Co.,3.5,3.0,98.0,Tai Po,50.0,港式,1,0,0
rest16521,雞翼山,Chicken Wings Mountain,,,17.0,Ngau Tau Kok,51.0,港式,0,0,0
rest16522,Day N Night Cafe' & Bar,,,,52.0,Jordan,51.0,西式,0,0,0
rest16523,東大門韓國料理,Dong Dae Mun Korean Restaurant,3.5,389.0,6824.0,Mong Kok,101.0,韓國菜,207,65,65
rest16524,長沙滿哥,CS Hotttie BBQ,4.0,6.0,885.0,Sai Wan,101.0,川菜,3,0,1
rest16525,雲貴川,,3.0,96.0,1121.0,Jordan,50.0,川菜,38,19,16
rest16526,肥强火鍋海鮮飯店,Fat Strong Hotpot,4.0,23.0,786.0,Tai Kok Tsui,201.0,港式,15,5,2
rest16527,天仁茗茶,TenRen's Tea,3.5,8.0,92.0,San Po Kong,50.0,台灣菜,1,2,1
rest16528,四季‧悅 日本餐廳 (Manhattan Place ),Shiki Etsu Japanese Restaurant (Manhattan Place ),3.5,23.0,2730.0,Kowloon Bay,201.0,日本菜,5,3,1
rest16529,永盛鮮果汁店,,3.0,9.0,60.0,Wan Chai,50.0,港式,3,2,2
rest16530,絕味,Juewei,,,98.0,Shatin,50.0,湘菜,2,0,0
rest16531,Elephant Grounds,,3.5,9.0,846.0,Sheung Wan,50.0,西式,4,2,2
rest16532,URBAN Cafe,,4.5,803.0,29955.0,Mong Kok,51.0,多國菜,700,35,4
rest16533,甜匠,Soul Sweet,4.0,107.0,2484.0,Ma On Shan,50.0,港式,54,17,4
rest16534,瀛煮意,Ocean Cooking,,,171.0,Wong Chuk Hang,51.0,日本菜,1,1,0
rest16535,華盛頓快餐店,Washington Fast Food Shop,,,215.0,Yuen long,50.0,多國菜,2,0,0
rest16536,四川辣妹子,,4.0,8.0,479.0,Yau Ma Tei,201.0,川菜,2,1,0
rest16537,木衛二鑄茶所,Europa Tea Foundry,,,21.0,Kowloon Bay,50.0,台灣菜,0,0,0
rest16538,Vesper,,,,311.0,Tsim Sha Tsui,101.0,西式,0,0,0
rest16539,新嘗滿粥店,,3.5,25.0,576.0,Sai Wan,50.0,粵菜,15,3,1
rest16540,半山冰室,Mid Levels Cafe,3.5,8.0,136.0,Mid-Levels,50.0,港式,3,1,0
rest16541,貴緣小鍋米線,,4.0,22.0,583.0,Hung Hom,50.0,滇菜,12,1,0
rest16542,伊人啡茶,Yummy Cafe,2.0,5.0,18.0,Kwai Chung,50.0,港式,0,0,1
rest16543,魚米,Yu Mai,3.5,6.0,41.0,Tuen Mun,51.0,港式,3,2,1
rest16544,極上帝王水產,Deluxe King Japanese Restaurant,4.0,745.0,21273.0,Mong Kok,201.0,日本菜,579,15,78
rest16545,茶。家,Teakha,4.0,272.0,25251.0,Sheung Wan,51.0,西式,178,58,12
rest16546,大將,Taisyou,4.0,138.0,2791.0,Tseung Kwan O,101.0,日本菜,104,4,5
rest16547,Cafe Roma,,4.0,91.0,4364.0,Ma Wan,101.0,意大利菜,50,15,7
rest16548,金記正品,Kam Kee product,,,55.0,To Kwa Wan,101.0,港式,1,0,0
rest16549,老虎堂黑糖專売,Tiger Sugar,3.5,87.0,996.0,Mong Kok,50.0,台灣菜,33,22,5
rest16550,吉野家,Yoshinoya,3.5,28.0,132.0,Yuen long,50.0,日本菜,10,12,3
rest16551,唇茶 (堪富利士道),Tea Only (堪富利士道),4.5,70.0,2736.0,Tsim Sha Tsui,50.0,港式,50,4,0
rest16552,Full Moon 滿月,Full Moon,5.0,4.0,128.0,Prince Edward,51.0,台灣菜,2,0,0
rest16553,有間嘢食,La food,4.0,5.0,81.0,Shatin,50.0,港式,5,0,0
rest16554,中央郵件中心飯堂,Central Mail Center Canteen,,,4.0,Kowloon Bay,51.0,多國菜,0,0,0
rest16555,順發牛雜粉麵茶餐廳,Shun Fat Restaurant,4.0,4.0,93.0,Yau Ma Tei,50.0,港式,3,1,0
rest16556,大家樂,Café de Coral,3.5,13.0,59.0,Ma On Shan,50.0,港式,5,4,0
rest16557,廣源燒味餐廳,Kwong Yuen Chinese Barbecue Restaurant,,,17.0,Hung Hom,50.0,港式,1,0,0
rest16558,星巴克咖啡,Starbucks Coffee,3.5,6.0,157.0,North Point,50.0,美國菜,2,0,1
rest16559,Aroma Truffle,,4.5,66.0,199.0,Tsim Sha Tsui,50.0,新加坡菜,65,0,0
rest16560,麵麵車緣,All Round Fortune,3.5,5.0,42.0,Yuen long,50.0,港式,3,0,0
rest16561,泰國小食,,3.5,11.0,159.0,Kowloon City,50.0,泰國菜,6,4,1
rest16562,北河同行,,3.5,17.0,835.0,Shum Shui Po,50.0,港式,10,3,0
rest16563,新明皇迴轉壽司,New Emperor Sushi,3.0,12.0,16.0,Yuen long,51.0,日本菜,4,4,3
rest16564,新有運快餐,,3.0,8.0,59.0,Mong Kok,50.0,港式,1,5,1
rest16565,奇華餅家,Kee Wah Bakery,3.5,29.0,67.0,Tsuen Wan,50.0,港式,17,9,0
rest16566,超級無敵車仔麵,Super Duper Noodles,3.5,63.0,974.0,Sai Wan Ho,50.0,港式,38,13,6
rest16567,阿啡,Affee,4.5,21.0,1034.0,Sai Wan,50.0,多國菜,18,0,1
rest16568,Oyster Fuzions,,4.0,68.0,1866.0,Kowloon City,201.0,西式,48,5,4
rest16569,粟米屋,,3.5,3.0,35.0,Hung Hom,50.0,港式,1,1,0
rest16570,富華冰室,Fu Wah Cafe,3.5,6.0,90.0,Kwai Fong,51.0,港式,1,1,2
rest16571,小火焰韓式咖啡廳 (金山樓),Aidan Cafe (金山樓),4.0,17.0,277.0,Tai Wai,51.0,韓國菜,14,2,0
rest16572,日昇茶餐廳,,,,20.0,Mong Kok,50.0,港式,1,0,1
rest16573,Cafeteria by Favilla,,,,77.0,Hung Hom,51.0,日本菜,0,0,0
rest16574,皇苑,Royal Garden,4.0,75.0,962.0,Shau Kei Wan,101.0,粵菜,58,4,2
rest16575,大家樂,Café de Coral,3.5,14.0,114.0,Lai Chi Kok,50.0,港式,3,2,2
rest16576,堅信號上海生煎皇 (將軍澳廣場),Ging Sun Ho King of Bun (將軍澳廣場),3.0,6.0,718.0,Tseung Kwan O,50.0,滬菜,3,0,1
rest16577,上海姥姥,Shanghai Lao Lao,3.5,29.0,567.0,Sheung Shui,51.0,滬菜,18,5,1
rest16578,Cafe Fresca,,4.0,71.0,554.0,Ho Man Tin,101.0,意大利菜,53,3,1
rest16579,佰味食館,,,,21.0,Kwai Chung,51.0,川菜,0,0,0
rest16580,Bingo Pub,,,,14.0,Yuen long,101.0,西式,0,0,0
rest16581,金雅餅店,Kam Ngar Cake Shop,4.0,3.0,49.0,Sai Wan,50.0,港式,2,0,0
rest16582,川魂燒,,,,22.0,Cheung Sha Wan,50.0,港式,1,0,0
rest16583,東海堂,Arome Bakery Room,3.5,163.0,573.0,Admiralty,50.0,西式,70,30,7
rest16584,金品味,,3.5,21.0,201.0,Wong Tai Sin,50.0,粵菜,10,3,1
rest16585,金豪粉麵飯茶餐廳,,,,36.0,Shum Shui Po,50.0,港式,0,0,2
rest16586,妹記海鮮,Mui Kee Seafood,,,95.0,Lei Yue Mun,101.0,粵菜,2,0,0
rest16587,粒粒雪糕,Mini Melts,,,36.0,Mong Kok,50.0,韓國菜,0,0,0
rest16588,稻香超級漁港 (南豐廣場),Pier 88 (南豐廣場),3.0,45.0,710.0,Tseung Kwan O,101.0,粵菜,15,13,8
rest16589,TakEateasy X FirsTeǎ,,4.5,54.0,1045.0,Tai Po,50.0,港式,37,4,0
rest16590,蜜蜂仔仔,JaydenBee,4.5,5.0,171.0,Sai Kung,51.0,港式,5,0,0
rest16591,Take Out Comedy,,,,19.0,Central,51.0,西式,0,0,0
rest16592,大快活,Fairwood,3.0,26.0,46.0,Shatin,50.0,港式,5,11,4
rest16593,Yoku Moku,,4.0,11.0,814.0,Central,101.0,日本菜,6,3,0
rest16594,華興點心皇,,3.0,4.0,200.0,Cheung Sha Wan,50.0,粵菜,1,2,0
rest16595,嵐本,,4.0,10.0,101.0,Tin Hau,51.0,粵菜,5,2,0
rest16596,365日工坊,Bakery 365,,,39.0,Tuen Mun,50.0,西式,0,0,0
rest16597,必勝客,Pizza Hut,3.5,4.0,40.0,Pok Fu Lam,101.0,意大利菜,1,2,1
rest16598,AEON Supermarket,,4.0,13.0,41.0,Tsuen Wan,50.0,多國菜,5,6,0
rest16599,星月居,Stellar House,4.5,19.0,4032.0,Wan Chai,401.0,粵菜,14,2,0
rest16600,新記茶檔,,,,51.0,Cheung Sha Wan,50.0,港式,0,0,0
rest16601,長洲平記,Cheung Chau Ping Kee,3.0,76.0,1239.0,Cheung Chau,50.0,港式,26,20,9
rest16602,翠河餐廳,Green River Restaurant,2.5,17.0,70.0,Ap Lei Chau,51.0,港式,3,3,3
rest16603,女工合作社,,4.0,3.0,125.0,Shatin,50.0,港式,1,1,0
rest16604,Marka House,,4.0,95.0,2887.0,Tuen Mun,101.0,西式,77,0,7
rest16605,八道餐廳,Paddo Restaurant,3.5,11.0,323.0,Tsz Wan Shan,51.0,多國菜,6,0,1
rest16606,Mini Club,,4.0,391.0,12663.0,Causeway Bay,201.0,西式,343,20,10
rest16607,滋味屋,Yummy House,,,23.0,Cheung Chau,50.0,港式,1,1,0
rest16608,金馬檔,Deli Fast Don,,,12.0,Ma On Shan,50.0,日本菜,0,1,1
rest16609,龍門冰室,Lung Mun Cafe,4.0,186.0,2663.0,Hung Hom,50.0,港式,132,14,10
rest16610,波記粉麵餐廳,Ball Kee Rice Noodles Restaurant,,,9.0,Yau Ma Tei,50.0,港式,1,0,0
rest16611,上乘餃子．麵,,4.0,18.0,1095.0,Shum Shui Po,50.0,港式,8,5,0
rest16612,Ben哥米線,,3.0,35.0,353.0,Mei Foo,50.0,滇菜,7,6,8
rest16613,生記山西刀削麵,,3.0,40.0,344.0,Yuen long,50.0,晉菜,14,16,7
rest16614,萬利海鮮大排檔,,,,27.0,Tuen Mun,51.0,粵菜,1,0,0
rest16615,麥當勞,McDonald's,3.5,18.0,67.0,Kowloon City,50.0,美國菜,4,8,1
rest16616,華御結,Hana-Musubi,4.0,4.0,37.0,North Point,50.0,日本菜,2,1,0
rest16617,和暢金廚,,3.5,20.0,1329.0,Tai Po,51.0,粵菜,10,1,2
rest16618,KiKi麵店 (國際金融中心),KiKi Noodle Bar (國際金融中心),3.5,105.0,2903.0,Central,51.0,台灣菜,52,26,13
rest16619,燒肉の牛太・本陣,Honjin,4.0,100.0,6124.0,Tsim Sha Tsui,401.0,日本菜,72,15,4
rest16620,Whitewood Coffee,,3.5,186.0,9132.0,Shatin,51.0,西式,83,41,10
rest16621,紅螞蟻,Red Ant Restaurant,4.0,27.0,386.0,Shum Shui Po,51.0,西式,17,4,3
rest16622,香港早晨,Morning HK,,,45.0,Lai Chi Kok,50.0,港式,1,0,0
rest16623,Ha Ha Bar and Restaurant,,,,88.0,North Point,101.0,英國菜,0,0,0
rest16624,利源點心小廚,,4.0,16.0,135.0,Tsuen Wan,50.0,港式,9,4,0
rest16625,北京水餃店,Beijing Dumplings Shop,3.5,37.0,1591.0,Tsim Sha Tsui,50.0,京菜,17,8,4
rest16626,朋友冰室,Friends Cafe,2.5,7.0,137.0,Ngau Tau Kok,50.0,港式,2,2,0
rest16627,劍橋食堂,,,,14.0,Sheung Shui,50.0,港式,0,0,0
rest16628,豚王,Butao Ramen,3.5,215.0,4312.0,Central,51.0,日本菜,149,38,21
rest16629,荷花廳,Monet Room,,,24.0,Tsim Sha Tsui,201.0,西式,1,0,0
rest16630,麥當勞,McDonald's,3.5,9.0,28.0,Tuen Mun,50.0,美國菜,3,3,2
rest16631,Cheese BB Cafe,,,,176.0,Tsim Sha Tsui,51.0,多國菜,0,0,0
rest16632,東京洋風堂,Tokyo Yofudo,2.5,21.0,147.0,Tsuen Wan,101.0,日本菜,5,6,8
rest16633,廣豐美食,,4.5,6.0,45.0,To Kwa Wan,50.0,港式,6,0,0
rest16634,Fûhn Express,,4.0,60.0,658.0,Mong Kok,50.0,越南菜,55,3,1
rest16635,新聚寶素食,Tresure Vegetarina Restaurant,4.0,48.0,1059.0,Shum Shui Po,50.0,粵菜,38,5,1
rest16636,越泰軒,Good Thai,,,54.0,Tuen Mun,50.0,越南菜,0,0,0
rest16637,松記糖水店,Chung Kee Dessert,3.5,151.0,2531.0,Jordan,50.0,港式,65,34,22
rest16638,翠亨邨 (新世界大廈),Tsui Hang Village (新世界大廈),3.5,75.0,5850.0,Central,201.0,粵菜,35,17,14
rest16639,溫馨小食,Warm Snacks,,,24.0,Peng Chau,51.0,泰國菜,0,0,0
rest16640,Delaney's,,3.5,20.0,578.0,Pok Fu Lam,101.0,愛爾蘭菜,12,5,1
rest16641,譚仔三哥米線,TamJai SamGor,4.0,62.0,989.0,Kwun Tong,50.0,滇菜,35,11,4
rest16642,小白兔農莊,Revolucion Party in the Farm,,,23.0,Yuen long,101.0,港式,0,0,0
rest16643,順興碌鵝專門店,,,,35.0,Prince Edward,51.0,潮州菜,0,0,0
rest16644,百味村,Dockyard,4.0,72.0,3023.0,Hung Hom,51.0,多國菜,48,9,4
rest16645,九記大排檔,Kau Kee Restaurant,,,20.0,Fan Ling,50.0,粵菜,0,0,0
rest16646,La Famille,,4.5,238.0,4619.0,Mong Kok,50.0,日本菜,203,7,1
rest16647,慶發飯店,Hing Fat Restaurant,3.5,24.0,635.0,To Kwa Wan,50.0,港式,12,5,1
rest16648,南駅,Hainan South,4.0,224.0,5992.0,Shau Kei Wan,101.0,多國菜,146,32,9
rest16649,Moonlight Destiny,,4.0,35.0,1514.0,Mong Kok,51.0,西式,24,6,1
rest16650,菓樂園,Peggy's Fruit,,,49.0,Lai Chi Kok,50.0,港式,1,0,0
rest16651,原味家作,Original Taste Workshop,3.0,9.0,129.0,Sheung Wan,51.0,港式,1,5,0
rest16652,同興巴蜀烤魚,,3.5,7.0,455.0,Sai Wan,50.0,港式,4,1,0
rest16653,旺寶美食車仔麵,,,,20.0,Mong Kok,50.0,港式,0,1,0
rest16654,Sum Sum Dessert,,,,10.0,Tuen Mun,50.0,港式,2,0,0
rest16655,Jacomax,,4.0,309.0,16669.0,Sheung Wan,101.0,意大利菜,254,30,6
rest16656,泰國人海南雞 (大壩街),Koon Thai Hai Nam Chicken (大壩街),3.0,51.0,281.0,Tsuen Wan,51.0,泰國菜,4,17,11
rest16657,揀得啱車仔麵,Good Pick Noodles,4.5,148.0,2113.0,Sheung Wan,51.0,粵菜,122,10,5
rest16658,唐心,Tong'Sum Restaurant,,,6.0,Sheung Shui,50.0,港式,0,0,0
rest16659,森美餐廳,Sammi Cafe,3.5,108.0,1464.0,Tsuen Wan,101.0,西式,67,23,15
rest16660,麥當勞,McDonald's,3.0,4.0,15.0,Tseung Kwan O,50.0,美國菜,1,1,1
rest16661,鳳城小食,,3.5,56.0,630.0,Wan Chai,50.0,潮州菜,34,13,4
rest16662,雅殿海鮮酒家,Elegant Seafood Restaurant,,,57.0,Tsing Yi,101.0,粵菜,0,0,0
rest16663,銀龍粉麵茶餐廳,Ngan Lung Restaurant,3.0,30.0,171.0,Kwai Fong,51.0,港式,7,10,4
rest16664,金筷子火鍋小廚,Victory Asian Limited T/A The Lifestyle Kitchen,3.5,16.0,861.0,San Po Kong,101.0,粵菜,10,2,3
rest16665,咪咪茶餐廳,May May Restaurant,3.5,28.0,390.0,Sheung Wan,50.0,港式,14,3,7
rest16666,雅景餐廳,Ah Keng Restaurant,3.0,20.0,171.0,Fan Ling,50.0,粵菜,8,5,1
rest16667,hEat,,4.5,325.0,7903.0,Wan Chai,401.0,地中海菜,301,8,8
rest16668,新幹線刺身外賣專門店,New Main Line,3.5,15.0,49.0,Shum Shui Po,51.0,日本菜,14,0,1
rest16669,卓越餅家,Cheuk Yuet Cake Shop,3.5,7.0,159.0,To Kwa Wan,50.0,港式,4,1,1
rest16670,勝手丼,,4.0,43.0,969.0,Kwun Tong,51.0,日本菜,27,8,0
rest16671,暢和麵家,,4.0,49.0,2506.0,Tai Po,50.0,粵菜,33,5,1
rest16672,Club @28,,4.0,46.0,3095.0,Causeway Bay,101.0,西式,26,10,3
rest16673,太平洋咖啡,Pacific Coffee,3.5,18.0,65.0,Stanley ,50.0,美國菜,4,7,5
rest16674,貢茶 (都會駅),Gong Cha (都會駅),2.5,12.0,193.0,Tseung Kwan O,50.0,台灣菜,2,4,4
rest16675,Outback Steakhouse (屯門市廣場),,3.5,244.0,6769.0,Tuen Mun,201.0,澳洲菜,123,58,21
rest16676,東海堂,Arome Bakery,3.5,8.0,48.0,Shatin,50.0,西式,1,2,0
rest16677,何蘭正,65 Peel,4.5,288.0,18067.0,Central,101.0,多國菜,252,19,0
rest16678,大家樂,Café de Coral,3.5,5.0,19.0,Aberdeen,50.0,港式,0,1,0
rest16679,上海美食,Shanghai Snack Bar,3.5,32.0,255.0,Chai Wan,50.0,滬菜,20,5,5
rest16680,泰椰子,Thai Co Co Nut,3.5,32.0,965.0,Wong Chuk Hang,50.0,泰國菜,19,7,0
rest16681,佛慈齋素食館,Fat Chee Vegetarian Restaurant,3.5,9.0,512.0,Yuen long,51.0,粵菜,4,3,0
rest16682,Cotto & Crudo,,,,12.0,Sai Wan,51.0,意大利菜,0,0,0
rest16683,仁沙洞,In Sa Dong Korean Restaurant,3.5,127.0,2440.0,To Kwa Wan,101.0,韓國菜,69,28,14
rest16684,桃園制作粥麵餐廳 (彩雲商場),MoMo Restaurant (彩雲商場),3.0,37.0,310.0,Wong Tai Sin,50.0,港式,6,8,7
rest16685,天仁茗茶,TenRen's Tea,3.5,33.0,614.0,Sheung Wan,50.0,台灣菜,23,4,2
rest16686,五味俱全車仔麵,Tasty Time Noodle,3.5,4.0,25.0,Shum Shui Po,50.0,港式,2,0,0
rest16687,智多星,Lucky Star Delicious Food,3.5,38.0,607.0,Shum Shui Po,50.0,港式,22,8,4
rest16688,漪畔臺,Waterside Terrace,3.0,3.0,1072.0,Admiralty,101.0,泰國菜,2,1,0
rest16689,Burger Joys (第一街),,4.0,230.0,4840.0,Sai Wan,101.0,美國菜,201,10,3
rest16690,星點心專門店,Stars Dim Sum Specialists,3.5,16.0,696.0,Prince Edward,51.0,粵菜,6,4,2
rest16691,韓淼莊,Hon Miu Chong,3.5,82.0,1484.0,Tai Kok Tsui,51.0,韓國菜,46,20,12
rest16692,KURI Cafe,,4.0,51.0,1970.0,Kowloon Bay,50.0,西式,37,4,0
rest16693,貝澳新東記菜館,Pui O New Tung Kee Restaurant,,,45.0,Lantau,101.0,港式,2,0,0
rest16694,Cheers & Taste,,3.5,17.0,232.0,Lai Chi Kok,50.0,西式,9,5,3
rest16695,豚王 (荃灣廣場),Butao Ramen (荃灣廣場),3.5,31.0,600.0,Tsuen Wan,51.0,日本菜,15,3,5
rest16696,Mint & Basil (鯉景灣),,4.0,39.0,3221.0,Sai Wan Ho,101.0,越南菜,27,6,3
rest16697,食美軒,Gourmet Hot Pot,4.0,18.0,348.0,Ho Man Tin,101.0,粵菜,9,0,0
rest16698,華御結,Hana-Musubi,,,10.0,Central,50.0,日本菜,0,0,0
rest16699,滿泰,Moon Thai Express,3.0,22.0,78.0,Chek Lap Kok,51.0,泰國菜,3,7,5
rest16700,太平洋酒吧,Bar Pacific,,,131.0,Kwun Tong,101.0,多國菜,1,0,0
rest16701,Subway (香港大學),,,,11.0,Pok Fu Lam,50.0,西式,0,0,0
rest16702,良友快餐,,3.0,14.0,120.0,Mong Kok,50.0,港式,8,3,0
rest16703,東海堂,Arome Bakery,4.0,18.0,158.0,Hung Hom,50.0,西式,14,2,0
rest16704,方圓麵館,,3.0,3.0,20.0,Yuen long,51.0,川菜,0,1,1
rest16705,榮華餅家,Wing Wah,,,10.0,Yuen long,50.0,港式,0,1,0
rest16706,新越越式料理,Pho,3.5,224.0,2082.0,Kowloon City,51.0,越南菜,129,39,27
rest16707,錦尚甜 (和富道),Kim sheung Tim (和富道),3.5,21.0,575.0,North Point,50.0,港式,7,6,2
rest16708,Soul9+,,4.0,246.0,7117.0,North Point,101.0,多國菜,220,13,3
rest16709,石亭居酒屋,Seki Tei Japanese Restaurant,4.0,248.0,5442.0,Tsim Sha Tsui,401.0,日本菜,218,20,4
rest16710,金興潮州,,,,160.0,Sai Wan,50.0,潮州菜,0,0,0
rest16711,龍華餐廳,Lung Wah Restaurant,4.0,6.0,87.0,Tin Shui Wai,50.0,港式,3,2,0
rest16712,皇城餐廳小廚,,3.5,12.0,159.0,Hung Hom,50.0,港式,4,4,1
rest16713,菠蘿仔食堂,Pineapple Canteen,4.0,11.0,601.0,Tsuen Wan,50.0,港式,5,1,0
rest16714,海星快餐店,Starfish Fast Food Restaurant,3.5,9.0,183.0,Shek Kip Mei,50.0,港式,6,2,0
rest16715,稻香 (成都道),Tao Heung (成都道),3.5,14.0,293.0,Aberdeen,101.0,粵菜,3,6,0
rest16716,美味聯盟,Delicious Union,4.5,4.0,180.0,Sai Wan,50.0,港式,3,0,0
rest16717,潮成園點心粉麵飯茶餐廳,Chiu Shing Yuen Dragon Garden,3.0,7.0,131.0,Mong Kok,50.0,粵菜,1,2,0
rest16718,祥興記上海生煎包 (花園街),Cheung Hing Kee Shanghai Pan-Fried Buns (花園街),4.0,73.0,1974.0,Mong Kok,50.0,滬菜,38,10,3
rest16719,擊,CLICKED,4.0,15.0,864.0,Sheung Wan,101.0,泰國菜,10,2,1
rest16720,旺記小食,,,,102.0,Shau Kei Wan,50.0,粵菜,1,0,0
