,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,add_en,emoji_positive,emoji_neutral,emoji_negative
rest154,泰興餅店,,3.5,5.0,38.0,Yuen long,50.0,港式,"17 Lau Fau Shan Main Street, Yuen Long, Yuen Long",3,2,0
rest155,茶湯會 (中港城),TP Tea (中港城),3.0,8.0,291.0,Tsim Sha Tsui,50.0,台灣菜,"Shop 56, UG/F, China Hong Kong City Bik, 33 Canton Road, Tsim Sha Tsui",1,1,0
rest156,Pi Pie Bar & Restaurant,,,,46.0,Hung Hom,50.0,港式,"G/F, 6 Whampoa Street, Hung Hom",0,0,0
rest157,鮨佐瀬,SUSHI SASE,4.0,21.0,4137.0,Central,801.0,日本菜,"Shop G1, G/F, Baskerville House, 22 Ice House Street, Central",12,5,2
rest158,Odyssée,,4.5,32.0,5259.0,Tsim Sha Tsui,401.0,法國菜,"Shop A, 101/F, International Commerce Centre, 1 Austin Road West, Tsim Sha Tsui",25,2,0
rest159,UCC Cafe City 21,,3.5,56.0,351.0,Causeway Bay,101.0,日本菜,"Shop 16, 4/F, Sogo, 555 Hennessy Road, Causeway Bay",28,20,3
rest160,新三寶快餐店,,3.5,6.0,105.0,Tsuen Wan,50.0,港式,"G/F, 19A Tai Ha Street, Tai Wo Hau, Tsuen Wan",2,1,0
rest161,正 麻辣·茶·雲吞,,4.0,121.0,3314.0,Cheung Sha Wan,50.0,川菜,"Shop 5, G/F, Lai Bo Garden, 38 Cheung Wah Street, Cheung Sha Wan",113,2,0
rest162,林昌記,Lam Cheong Kee,3.5,4.0,198.0,Shum Shui Po,50.0,港式,"Shop 4, G/F, Court Regence, 18D Un Chau Street, Sham Shui Po",4,0,0
rest163,OTTO Lounge,,,,602.0,Central,101.0,西式,"Shop B, 4/F, Grand Progress Building, 15-16 Lan Kwai Fong, Central",0,0,0
rest164,口利福,Ho Lee Fook,4.0,48.0,7299.0,Central,201.0,粵菜,"G/F, 1-5 Elgin Street, Soho, Central",21,10,3
rest165,板長壽司,Itacho Sushi,4.0,5.0,131.0,Tseung Kwan O,101.0,日本菜,"Shop 5, PopFood, 2/F, Popcorn, 9 Tong Tak Street, Tseung Kwan O",2,1,0
rest166,富來魚旦粉麵茶餐廳,,2.5,10.0,77.0,Tuen Mun,50.0,港式,"Shop 84, G/F, Melody Garden, 2 Wu Chui Rd, Tuen Mun",1,4,4
rest167,寶城餅店,Po Shing Cake Shop,3.5,46.0,335.0,Yuen long,50.0,西式,"Shop 6 G/f, Po Shing Bldg, 88 Kau Yuk Road,, Yuen Long",35,8,1
rest168,甜家,Sweet Home,4.5,16.0,360.0,Sai Wan,50.0,港式,"G/F, 208 Des Voeux Road West, Western District",12,0,1
rest169,日日鮮豆漿美食店,,3.5,5.0,58.0,Ho Man Tin,50.0,港式,"Stall no. W37, Oi Man Estate Market, Oi Man Estate, 60 Chung Hau Street, Ho Man Tin",2,2,1
rest170,牛極 (好順利大廈),Gyuugoku Stone Grill Steak (好順利大廈),4.0,71.0,995.0,Yuen long,51.0,日本菜,"Shop 6, G/F, Ho Shun Lee Building, 9 Fung Yau Street South, Yuen Long",61,4,5
rest171,新金島魚蛋王,New Island Cafe,3.0,14.0,19.0,Tsim Sha Tsui,50.0,港式,"G/F, 118 Canton Road, Tsim Sha Tsui",0,12,1
rest172,品香雞,,,,62.0,Kwai Fong,51.0,港式,"Shop 41A, G/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong",2,0,0
rest173,pho.dle.bar,,4.0,15.0,1623.0,Tsim Sha Tsui,101.0,越南菜,"Shop 2132, 2/F, Fire Zone, ELEMENTS, 1 Austin Road West, Tsim Sha Tsui",9,4,0
rest174,上海廳1930,Shanghai Teng 1930,3.5,185.0,3632.0,Wong Tai Sin,101.0,滬菜,"Shop LG08, LG/F, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin",120,35,10
rest175,LN COFFEE,,4.0,75.0,5198.0,Sai Wan,51.0,西式,"G/F, Altro, 118 Second Street, Sai Ying Pun, Western District",55,8,0
rest176,香港人為食屋,HK Yummy House,,,148.0,Cheung Sha Wan,50.0,港式,"Shop 3, G/F, Hing Wah Apartments, 38 Hing Wah Street, Cheung Sha Wan",1,0,0
rest177,綠林甜品,Luk Lam Dessert,3.5,565.0,8266.0,Shum Shui Po,50.0,港式,"77-79 Un Chau Street, Sham Shui Po",369,104,36
rest178,鮨㐂,SUSHI YOROKOBU,4.5,109.0,9413.0,Causeway Bay,801.0,日本菜,"18/F, Aura on Pennington, 66 Jardline's Bazaar, Causeway Bay",94,6,5
rest179,Rift Soho,,,,53.0,Central,101.0,西式,"G/F, 64 Peel Street, Central",1,0,0
rest180,棠人街餐館,Taitongese Cuisine,2.5,6.0,50.0,Yuen long,50.0,粵菜,"G/F, 198 Tai Tong Shan Road, Shap Pat Heung, Yuen Long",1,3,0
rest181,秋田鐵板燒刺身專門店,"Akita Teppanyaki, Sashimi",4.0,244.0,14722.0,Tsim Sha Tsui,401.0,日本菜,"1/F, 8 Observatory Court, Tsim Sha Tsui",185,18,16
rest182,Chateraise,,4.0,11.0,252.0,Tuen Mun,50.0,日本菜,"Shop M-9B, MTR/F, V City, 83 Tuen Mun Heung Sze Wui Road, Tuen Mun",4,2,0
rest183,The Brew Corner,,3.5,19.0,873.0,Fo Tan,51.0,西式,"Shop A6, G/F, Valiant Industrial Centre, 2-12 Au Pui Wan Street, Fo Tan",12,2,3
rest184,Di Lux Ristoranti & Bar,,3.5,16.0,28.0,Central,101.0,意大利菜,"G/F, California Tower, 30-32 D'Aguilar Street, Lan Kwai Fong, Central",12,1,2
rest185,龍順軒海鮮酒家,,3.0,13.0,68.0,Shau Kei Wan,101.0,粵菜,"Shop103-104, 1/F., Yiu Tung Shopping Centre, Yiu Tung Estate, Shau Kei Wan",3,4,5
rest186,鵝記渣咋,Ngor Kee Ja Ja,3.0,19.0,382.0,Yau Ma Tei,50.0,港式,"G/F, 22 Temple Street, Yau Ma Tei",5,6,3
rest187,S.girl越式料理,S. girl,3.5,9.0,151.0,Kwun Tong,50.0,越南菜,"G/F, 189 Wai Yip Street, Kwun Tong",4,1,1
rest188,珍煮丹,Truedan,4.5,33.0,262.0,Kwai Fong,50.0,台灣菜,"Shop 302B, 3/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong",26,1,1
rest189,尋味館日本食品專門店,,,,28.0,Tai Kok Tsui,50.0,日本菜,"Shop A3, 59 Tai Tsun Street, Tai Kok Tsui",0,0,0
rest190,香麥烘焙坊,Aroma,,,18.0,Ap Lei Chau,50.0,粵菜,"Shop D, G/F, 132 Ap Lei Chau Main Street, Ap Lei Chau",0,0,0
rest191,海記合桃坊甜品,Hoi Kee Walnut Place,3.5,26.0,190.0,Prince Edward,50.0,港式,"G/F, 212 Sai Yeung Choi Street South, Prince Edward",9,9,1
rest192,寢宮,Badroom Bar & Restaurant,4.5,215.0,3662.0,Tsim Sha Tsui,201.0,西式,"Shop A-C, 5/F, 10 Knutsford Terrace, Tsim Sha Tsui",196,3,1
rest193,龍江美食,,,,19.0,Kwun Tong,50.0,港式,"Shop D1, 110 Ting On Street, Kwun Tong",0,0,0
rest194,港青宴會廳,YMCA of Hong Kong Banquet Room,3.5,6.0,182.0,Tsim Sha Tsui,201.0,粵菜,"3/F, The Salisbury YMCA of Hong Kong, 41 Salisbury Road, Tsim Sha Tsui",3,1,1
rest195,Dan Ryan's Chicago Grill (太古城中心),,3.0,106.0,5852.0,Taikoo ,201.0,美國菜,"Shop 311, 3/F, Phase 1, Cityplaza, 18 Taikoo Shing Road, Tai Koo",32,31,25
rest196,海安咖啡室,Hoi On Cafe,3.5,311.0,16098.0,Sheung Wan,50.0,港式,"G/F, 17 Connaught Road West, Sheung Wan",175,79,20
rest197,魔廚料理,GOOD DELI,5.0,8.0,175.0,Sai Wan,101.0,西式,"Shop 3, G/F, Hing Hon Building, 63B-F Bonham Road, Sai Ying Pun, Western District",8,0,0
rest198,The Gallery Bar & Restaurant,,4.5,16.0,451.0,Lantau,51.0,多國菜,"26 Tong Fuk Village, Lantau Island",14,2,0
rest199,百事吉餅店,Pak See Kut Cake Shop,3.5,72.0,1080.0,Wan Chai,50.0,港式,"G/F, 67 Wan Chai Rd, Wan Chai",34,22,3
rest200,耀記粥麵店,,3.5,4.0,81.0,Kwai Chung,50.0,港式,"Tai Loong Street, Kwai Chung",3,1,0
rest201,友記小食店,,3.5,6.0,180.0,Wong Tai Sin,50.0,港式, ,6,0,0
rest202,臨記車仔麵,Good Take Cart Noodles,4.0,85.0,357.0,Tin Shui Wai,50.0,港式,"Shop 113A, 1/F, Tin Chak Shopping Centre, Tin Chak Estate, Tin Shui Wai",62,4,1
rest203,吉野家,Yoshinoya,3.5,6.0,55.0,Pok Fu Lam,50.0,日本菜,"Shop 305-306, 3/F, Chi Fu Landmark, Pok Fu Lam",2,3,0
rest204,詩房菜,Sa Sa Loves Kitchen,4.5,32.0,409.0,Tsim Sha Tsui,401.0,多國菜,"Room B1, 9/F, Golden Crown Court, 66-70 Nathan Road, Tsim Sha Tsui",25,1,0
rest205,銀禧閣,Jubilee Club,3.5,21.0,70.0,Ho Man Tin,50.0,港式,"G/F, Block D, Jubilee College, The Open University of Hong Kong, 30 Good Shepherd Street, Ho Man Tin",6,5,2
rest206,近廚得食BBQ,,,,3.0,Wong Tai Sin,51.0,港式,"Shop 3A, G/F, Man Po Building, 28 Yuk Wah Crescent, Wong Tai Sin",0,0,0
rest207,我杯茶,My Cup Of Tea,4.0,136.0,7352.0,Wan Chai,50.0,港式,"G/F, Wing Hing Building, 6 Spring Garden Lane, Wan Chai",72,18,9
rest208,星巴克咖啡,Starbucks Coffee,3.5,11.0,348.0,Tsim Sha Tsui,50.0,美國菜,"Basement, Prince Tower, 12A Peking Road, Tsim Sha Tsui",5,2,0
rest209,新有記,,3.5,33.0,214.0,Sai Kung,51.0,港式,"2, Tap Mun Hoi Pong Street, Sai Kung",15,16,1
rest210,千日里,The Chinnery,4.0,26.0,1895.0,Central,201.0,西式,"1/F, Mandarin Oriental Hong Kong, 5 Connaught Road Central, Central",20,1,1
rest211,健康工房,HealthWorks,,,9.0,Tseung Kwan O,50.0,港式,"Shop POA16,  MTR Po Lam Station, Tseung Kwan O",0,0,0
rest212,大澳花膠專門店,Tai O Fish Maw Shop,4.0,3.0,159.0,Tai O,101.0,農家菜,"G/F, 32 Tai O Wing On Street, Tai O",3,0,0
rest213,勝記海鮮酒家,Sing Kee Seafood Restaurant,4.0,157.0,7116.0,Sai Kung,201.0,粵菜,"G/F, 33-39 Sai Kung Tai Street, Sai Kung",99,15,7
rest214,百老匯戲院小賣部,,,,7.0,Tsuen Wan,50.0,港式,"Boardway Cinemas, 1-3/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan",1,0,0
rest215,金濠茶餐廳,Kam Ho Restaurant,,,34.0,Tuen Mun,50.0,港式,"Room E, 1/F, Mei Kei Industrial building, 5 San Hop Lane, Tuen Mun",0,0,0
rest216,點·子·巷,Bistro Lane,3.5,110.0,4036.0,Quarry Bay,51.0,台灣菜,"Shop 8, G/F, Dragon View House, 6-16 Hoi Tai Street, Quarry Bay",70,18,4
rest217,麥當勞,McDonald's,2.5,3.0,44.0,The Peak,50.0,美國菜,"Shop 9-10, 2/F, Peak Galleria, 118 Peak Road, The Peak",2,0,0
rest218,隨緣坊餐廳,,3.5,3.0,35.0,Hung Hom,50.0,港式,"G/F, 42 Sung Kit Street, Hung Hom",1,0,1
rest219,Harbour Grand Café,,3.5,330.0,25856.0,North Point,401.0,多國菜,"3/F, Harbour Grand Hong Kong, 23 Oil Street, North Point",182,56,52
rest220,新高麗苑韓國餐廳,New Korean B.B.Q. Restaurant,,,104.0,Wan Chai,101.0,韓國菜,"1/F, Hang Tat Mansion, 161-165 Lockhart Road, Wan Chai",2,1,1
rest221,名昇館,,4.0,69.0,316.0,Ngau Tau Kok,50.0,港式,"G/F, 120 Ting On Street, Ngau Tau Kok",60,5,1
rest222,拉麵台風,Ramen Taifu,4.0,452.0,12042.0,Tsuen Wan,51.0,日本菜,"Shop 7, G/F, Po Shing Mansion, 81 Tai Ho Road, Tsuen Wan",303,68,34
rest223,冠豐野生生魚煲,,4.0,4.0,325.0,Yuen long,101.0,港式,"Shop A, G/F, Yue Fat House, 60-80 On Hing Street, Yuen Long",2,1,0
rest224,香港阿姐街頭小食,,,,22.0,Prince Edward,50.0,港式,"G/F, 49A Bute Street, Prince Edward",0,0,0
rest225,童夢仙境,Magic Wonderland,,,10.0,Kwun Tong,101.0,多國菜,"Shop E-F, 7/F, Wang Kwong Industrial Building, 45 Hung To Road, Kwun Tong",0,0,0
rest226,小食皇,,3.0,14.0,393.0,Shau Kei Wan,50.0,港式,"Shop 2A, G/F, 76A Shau Kei Wan Main Street East, Shau Kei Wan",5,1,3
rest227,俊達軒茶餐廳小廚,,,,105.0,Kwai Chung,50.0,港式,"Shop nos. 2-3, G/F., Kwai King Building, 33-39 Kwong Fai Circle, Kwai Chung",0,2,0
rest228,東海堂,Arome Bakery,,,28.0,Kowloon City,50.0,西式,"Shop 2, G/F, Billionnaire Luxe, 30 Hau Wong Road, Kowloon City",0,1,1
rest229,英記粉麵,,3.5,7.0,60.0,Shek Kip Mei,50.0,粵菜,"Nam Shan Estate, Shek Kip Mei",3,1,0
rest230,四季良晨 (新都城中心),Cafe Mikoo (新都城中心),4.5,432.0,4448.0,Tseung Kwan O,51.0,台灣菜,"Shop UG051F, UG/F, MCP Central, 8 Mau Yip Road, Tseung Kwan O",392,18,2
rest231,Italian Tomato Café & Grill,,3.5,60.0,819.0,Tsuen Wan,51.0,西式,"Shop G08, G/F, AEON, Skyline Plaza, 88 Tai Ho Road, Tsuen Wan",24,23,4
rest232,麵屋福,Menyafuku,4.0,118.0,6424.0,Tsuen Wan,51.0,日本菜,"G/F, 18 Heung Shing Street, Tsuen Wan",80,13,5
rest233,SIP.ART,,5.0,7.0,325.0,Tsim Sha Tsui,50.0,台灣菜,"Shop 109, 1/F, Victoria Dockside K11 Musea, 18 Salibury Road, Tsim Sha Tsui",6,0,0
rest234,裕德素食,Yue Tak Vegetarian,4.0,5.0,204.0,Ngau Tau Kok,50.0,港式, ,4,1,0
rest235,太興,Tai Hing,3.0,53.0,278.0,Lok Fu,51.0,港式,"Shop L228, UG2/F, Lok Fu Shopping Centre, 198 Junction Road, Lok Fu",22,11,7
rest236,菓之店,Fruity Land,3.0,10.0,20.0,Tai Wai,50.0,港式,"Shop 5A, Carado Garden, 20 Tin Sam St, Tai Wai,, Tai Wai",4,3,3
rest237,沙田馬場廂房,Sha Tin Racecourse Private Box,4.0,10.0,101.0,Shatin,401.0,多國菜,"6/F, Block 2, Grandstand, Racecourt, Sha Tin",5,3,0
rest238,咖啡賞館,Browny Cafe,3.5,114.0,7119.0,Tsuen Wan,50.0,西式,"Shop 66A, G/F., Cheong Ning Building, Tsuen Cheong Center, 98 Sai Lau Kok Road, Tsuen Wan",67,30,4
rest239,農家嘢,,,,21.0,Kwai Chung,50.0,港式,"Shop CX112, 1/F, On Yam Shopping Centre, 7 On Chuk Street, Kwai Chung",2,0,0
rest240,4口,Four Bites,4.0,5.0,168.0,Central,101.0,閩菜,"Shop 2012, 2/F, IFC, 1 Harbour View Street, Central",1,4,0
rest241,AEON Supermarket,,3.5,6.0,34.0,Lam Tin,50.0,多國菜,"Shop 321-322, 3/F, Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin",4,0,0
rest242,正九清湯腩,,4.5,22.0,527.0,Kwun Tong,50.0,粵菜,"Shop C, G/F, Kwan Sen Mansion, 19-29 Mut Wah Street, Kwun Tong",21,0,0
rest243,華御結,Hana-Musubi,3.5,19.0,166.0,Tai Wai,50.0,日本菜,"Shop TAW37, Paid Concourse, Tai Wai MTR Station, Tai Wai",9,3,0
rest244,泰潮,Nittaya Restaurant,3.5,20.0,317.0,Fan Ling,51.0,泰國菜,"55 G/F, Wo Tai Street, Luen Wo Hui, Fanling",8,5,1
rest245,星巴克咖啡,Starbucks Coffee,,,154.0,Tsuen Wan,50.0,美國菜,"Shop 1001 -1002, 1/F, Kolour Tsuen Wan I, 68 Chung On Street, Tsuen Wan",0,0,1
rest246,CEO Neway,,3.5,48.0,1363.0,Causeway Bay,101.0,港式,"2/F-3/F, 19-31 Yee Wo Street, Causeway Bay",21,15,2
rest247,泰美美食,,4.0,10.0,56.0,Tuen Mun,50.0,泰國菜,"Shop 17, G/F, Lung Mun Oasis, Tuen Mun",7,0,0
rest248,必勝客,Pizza Hut,4.0,12.0,142.0,Shatin,101.0,意大利菜,"Shop 6, G/F, Technology Park, 18 On Lai Street, Sha Tin",6,4,0
rest249,真．奶,Real Milk,4.0,12.0,327.0,Yuen long,50.0,港式,"Shop 5, G/F, Kam Hei House, 3-5 Yu Wing Path, Yuen Long",6,0,0
rest250,5道,Five Senses,,,25.0,Shum Shui Po,50.0,台灣菜,"ParknShop, Shop 401, 4/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",0,0,0
rest251,稻香 (建生商場),Tao Heung (建生商場),3.5,49.0,378.0,Tuen Mun,101.0,粵菜,"Shop 209, Kin Sang Commercial Complex, Kin Sang Estate, Tuen Mun",20,13,3
rest252,宏發燒鵝餐室,Wang Fat Roasted Goose Restaurant,3.0,6.0,69.0,Central,51.0,粵菜,"G/F, 149 Queen's Road Central, Central",1,2,2
rest253,Al Dente,,3.5,128.0,4450.0,Central,201.0,意大利菜,"G/F, 16 Staunton Street, Soho, Central",81,24,13
rest254,赤橋拉麵,Akabashi Ramen,3.5,147.0,5011.0,Tuen Mun,51.0,日本菜,"Shop 5, G/F, Wah Lee Building, 9 Tsing Ling Path, Tuen Mun",88,31,13
rest255,Honi Honi Tiki Cocktail Lounge,,4.0,20.0,3840.0,Central,101.0,多國菜,"3/F, Somptueux Central, 52 Wellington Street, Central",12,1,1
rest256,太平洋咖啡,Pacific Coffee,3.0,16.0,346.0,Central,50.0,美國菜,"Shop 203, 2/F, Central Building, 1-3 Pedder Street, Central",8,4,2
rest257,茶理史,,3.5,16.0,214.0,Kowloon City,50.0,台灣菜,"G/F, 113 Carpenter Road, Kowloon City",6,3,1
rest258,大家樂,Café de Coral,3.0,26.0,155.0,Choi Hung,50.0,港式, ,10,7,6
rest259,宏德食店,Wang Tak Fast Food,3.5,29.0,234.0,Chai Wan,50.0,粵菜,"G/F, Shop 44, Cheerful Garden, Chai Wan",18,6,1
rest260,翠華餐廳,Tsui Wah Restaurant,3.0,3.0,60.0,Kowloon Bay,51.0,港式,"Shop 1, 2/F, The Quayside, 77 Hoi Bun Road, Kowloon Bay",1,0,1
rest261,六本木屋台,ROPPONGI,,,29.0,San Po Kong,51.0,日本菜,"Shop B38-39, 1/F, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong",1,0,0
rest262,歡樂海鮮酒家,,3.5,98.0,779.0,Lau Fau Shan,401.0,粵菜,"12 Shan Tung Street, Lau Fau shan",43,30,19
rest263,米作飯壽司刺身專門店,MI ZUO FAN SUSHI SASHIMI SHOP,4.5,13.0,116.0,Shum Shui Po,50.0,日本菜,"Shop 111B&138D, 1/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",8,0,0
rest264,135果園雞,,3.0,12.0,332.0,Wan Chai,50.0,粵菜,"G/F, 247-249 Queen's Road East, Wan Chai",6,1,2
rest265,麥當勞,McDonald's,3.0,76.0,192.0,Mei Foo,50.0,美國菜,"Shop N60A, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",23,23,15
rest266,一粥麵,Super Super Congee & Noodle,3.5,27.0,204.0,Cheung Sha Wan,50.0,港式,"Shop 21, 1/F, Banyan Mall, 863 Lai Chi Kok Road, Cheung Sha Wan",8,3,4
rest267,泰濃麵 (樂道),Siam Noodles (樂道),4.0,353.0,9900.0,Tsim Sha Tsui,51.0,泰國菜,"Shop A, G/F, Kar Lock Building, 7 Lock Road, Tsim Sha Tsui",292,28,6
rest268,麵飽王快餐餅店,Bread King,3.5,4.0,21.0,Lai Chi Kok,50.0,港式, ,2,2,0
rest269,宴會廳,Ballroom,,,80.0,Tung Chung,101.0,多國菜,"3/F, Novotel Citygate Hong Kong, 51 Man Tung Road, Tung Chung",0,1,0
rest270,遙,Haruka Japanese Restaurant,4.0,88.0,3412.0,Jordan,201.0,日本菜,"Shop C, 1 Tak Hing Street, Jordan",68,10,5
rest271,Bubble Tree,,4.5,79.0,2205.0,Kwun Tong,51.0,多國菜,"Room 27, 2/F, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong",73,2,1
rest272,New Chettinad,,,,39.0,Tsim Sha Tsui,50.0,印度菜,"Shop 17, G/F, Chungking Mansions, 36-44 Nathan Road, Tsim Sha Tsui",1,0,0
rest273,美珍香,Bee Cheng Hiang,2.0,3.0,83.0,Mong Kok,101.0,新加坡菜,"Shop 36, B2/F, Langham Place, 8 Argyle Street, Mong Kok, Hong Kong, Mong Kok",1,0,1
rest274,Scaredy Cat Ice Cream and Coffee Shop,,3.5,45.0,1341.0,Yuen long,50.0,港式,"Shop 8A, G/F, Kin Wai Building, 27-29 Yau San Street, Yuen Long",18,20,1
rest275,泰友緣,taste thai,,,32.0,Kwun Tong,51.0,泰國菜,"Shop 25, G/F, E Plaza, 7 Shing Yip Street, Kwun Tong",1,0,0
rest276,魚尚,Uo-Show,,,35.0,Ma On Shan,50.0,日本菜,"Shop MOS3, Ma On Shan MTR Station, Ma On Shan",0,0,0
rest277,滝壽司,Raki Japanese Fine Dining,4.0,42.0,6084.0,Causeway Bay,401.0,日本菜,"15/F, Cubus, 1 Hoi Ping Road, Causeway Bay",31,8,1
rest278,華洋書莊,Books & Co. (Coffee Book),3.0,21.0,3051.0,Mid-Levels,51.0,西式,"G/F, 10 Park Road, Mid-Levels",7,2,5
rest279,聖安娜餅屋,Saint Honore Cake Shop,3.0,16.0,29.0,Kwun Tong,50.0,港式,"Shop No. 8, Kwun Tong MTR station, Kwun Tong",6,7,3
rest280,金坊泰國美食,Golden Thai,3.5,371.0,6953.0,Tsuen Wan,101.0,泰國菜,"G/F, 13 Tsuen Hing Path, Tsuen Wan",184,91,42
rest281,鴻福堂,Hung Fook Tong,,,15.0,Sheung Shui,50.0,粵菜,"Shop G3, G/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",0,0,0
rest282,Party Queen,,,,5.0,Tsuen Wan,101.0,多國菜,"Shop 12, 3/F, Wing Fung Industrial Building, 40-50 Sha Tsui Road, Tsuen Wan",0,0,0
rest283,常會面長今雞煲,,3.5,26.0,2042.0,Shau Kei Wan,101.0,京川滬,"Shop 1A, G/F, Lower Level, Sun Lee Building, 6-28 Ngoi Man Street, Shau Kei Wan",15,6,2
rest284,浮生,Cafe Wander,,,47.0,Quarry Bay,51.0,日本菜,"Tong Chong Street Market, G/F, One Taikoo Place, 979 King’s Road, Quarry Bay",0,0,0
rest285,水木日本料理,Mizuki Japanese Restaurant,4.0,6.0,92.0,Wan Chai,201.0,日本菜,"Shop A, G/F, Bo Fung Mansion, 9-11 St.Francis Street, Wan Chai",4,1,0
rest286,Cafe Pho 1975,,3.0,66.0,392.0,Yau Tong,51.0,越南菜,"Shop G28, G/F, Domain, 38 Ko Chiu Road, Yau Tong",16,11,16
rest287,豬大王,,4.0,52.0,1471.0,Tuen Mun,50.0,港式,"Shop 38, G/F., Dorboa Building, 9 Castle Peak Road (San Hui), Tuen Mun",30,9,0
rest288,御名園,Royal Ming Garden Restaurant,,,1.0,Ap Lei Chau,51.0,港式,"Shop 401, 4/F, Lei Tung Commercial Centre, 5 Lei Tung Estate Road, Ap Lei Chau",0,0,0
rest289,香港仔魚市場二合海鮮餐廳,Aberdeen Fish Market Yee Hope Seafood Restaurant,3.5,19.0,1653.0,Aberdeen,101.0,粵菜,"Aberdeen Wholesale Fish Market, 102 Shek Pai Wan Road, Aberdeen, HK, Aberdeen",12,2,5
rest290,鏞華餐廳,Younker Restaurant,3.0,14.0,17.0,Causeway Bay,50.0,港式,"13-15 Morton Terrace, Causeway Bay",4,7,3
rest291,味苑,Mei Garden,4.0,163.0,6013.0,Wan Chai,101.0,粵菜,"G/F, 128 Lockhart Road, Wan Chai",131,11,5
rest292,甜心飽餅店,Honey Bakery,3.0,3.0,30.0,Yau Ma Tei,50.0,港式,"Shop D, G/F, Bell House, 525 Nathan Road, Yau Ma Tei",2,1,0
rest293,大家樂,Café de Coral,3.5,42.0,54.0,Diamond Hill,50.0,港式,"Shop 204, Fung Tak Centre, Fung Tak Est, Diamond Hill",12,9,5
rest294,奇華餅家,Kee Wah Bakery,,,8.0,Shum Shui Po,50.0,港式,"Shop G01, G/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",0,0,0
rest295,小地方 (生記),The Corner,3.5,11.0,197.0,Mid-Levels,50.0,港式, ,7,1,1
rest296,旦王米線站,,3.5,3.0,74.0,Shek Kip Mei,50.0,港式,"G/F, 233 Nam Cheong Street, Shek Kip Mei",2,0,0
rest297,百樂餅家,Pak Lok Bakery,,,4.0,Kwun Tong,50.0,港式,"Shop PT1, G/F, Po Tat Market, Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong",0,0,0
rest298,仁人餅店,Yan Yan Bakery,,,12.0,Tseung Kwan O,50.0,港式,"Shop H81, G/F, TKO Gateway Market, 2 Sheung Ning Road, Tseung Kwan O",0,0,0
rest299,Felice Cafe & Pasta,,4.5,235.0,4678.0,Causeway Bay,51.0,西式,"G/F, 12 Haven Street, Causeway Bay",216,8,3
rest300,豐石板燒專門店,Fungsteak,4.5,100.0,869.0,Mong Kok,51.0,日本菜,"G/F, 107 Tung Choi Street, Mong Kok",100,0,0
rest301,順子外賣速遞專門店,Straight Food Express,3.5,11.0,28.0,Kwai Chung,50.0,港式,"Room 628, Golden Industrial Building, 16-26 Kwai Tak Street, Kwai Chung",5,0,1
rest302,帝樂 - 德國餐廳 (美麗華廣場),Prost by King Ludwig (美麗華廣場),4.0,202.0,10715.0,Tsim Sha Tsui,201.0,德國菜,"Shop 302, L3, Mira Place One, 132 Nathan Road, Tsim Sha Tsui",135,27,8
rest303,德國佬餐廳,German Road restaurant,4.0,81.0,3311.0,Yuen long,101.0,德國菜,"Shop 16-17, G/F, Yik Fat Building, 11-15 Fung Yau Street North, Yuen Long",52,13,6
rest304,牛涮鍋,Mou Mou Club,3.5,65.0,2360.0,Tsuen Wan,201.0,日本菜,"Shop 315, 3/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan",32,9,7
rest305,雅仕餐廳,Cafe Essex,3.0,29.0,30.0,Tin Hau,51.0,西式,"11 Lau Li Street, Tin Hau",14,6,9
rest306,All Night Long,,3.5,18.0,1192.0,Tsim Sha Tsui,101.0,西式,"G/F,9 Knustsford Terrace, Tsim Sha Tsui",10,3,1
rest307,和聲滬軒,The Harmony,4.0,22.0,773.0,Shatin,51.0,滬菜,"2/F., Lee Woo Sing College, The Chinese University of Hong Kong, Sha Tin",14,4,1
rest308,發發快餐,Fat Fat Fast Food,3.5,86.0,1338.0,Tuen Mun,50.0,港式,"Shop S-208, 2/F, Zone S, H.A.N.D.S, 2A Tuen Mun Heung Sze Wui Road, Tuen Mun",59,13,7
rest309,大快活,Fairwood,3.5,14.0,33.0,Tuen Mun,50.0,港式,"Shop 118-119, G/F, Hanford Plaza, 333 Castle Peak Road, Tuen Mun",5,8,0
rest310,包點超人,Bao Dim Superman,,,6.0,Tseung Kwan O,50.0,港式,"Shop 2-3, Verbena Heights Market, G/F, Verbena Heights , 8 Mau Tai Road, Tseung Kwan O",0,0,0
